2.485449798405170441e-02 6.602362543344497681e-02 1.061387136578559875e-01 1.578648239374160767e-01 2.043851763010025024e-01 2.289953827857971191e-01 2.482990771532058716e-01 2.786940038204193115e-01 2.713882625102996826e-01 2.737015783786773682e-01 3.014234602451324463e-01 3.119528591632843018e-01 3.196411430835723877e-01 3.370396792888641357e-01 3.391225636005401611e-01 3.319199979305267334e-01 3.452699184417724609e-01 3.598601520061492920e-01 3.454278111457824707e-01 3.624383211135864258e-01
3.573278486728668213e-01 3.735436499118804932e-01 3.650549352169036865e-01 3.719261586666107178e-01 3.731949627399444580e-01 3.751462996006011963e-01 3.580683171749114990e-01 3.816176652908325195e-01 3.832905590534210205e-01 3.812977373600006104e-01 3.711869716644287109e-01 3.952059149742126465e-01 3.789807260036468506e-01 3.883610963821411133e-01 3.850165307521820068e-01 3.794424831867218018e-01 4.043174982070922852e-01 3.901378214359283447e-01 3.994511365890502930e-01 3.972797095775604248e-01
3.900922238826751709e-01 3.783683478832244873e-01 3.946359157562255859e-01 3.898396193981170654e-01 4.097005128860473633e-01 4.000652730464935303e-01 3.945789635181427002e-01 3.967832028865814209e-01 4.041456580162048340e-01 3.948070406913757324e-01 4.066745042800903320e-01 4.049963057041168213e-01 4.006590545177459717e-01 4.006192982196807861e-01 4.041558802127838135e-01 4.025739729404449463e-01 3.935379385948181152e-01 4.009062349796295166e-01 4.085302054882049561e-01 4.152356386184692383e-01
3.952187001705169678e-01 4.116850197315216064e-01 4.107525944709777832e-01 4.163639843463897705e-01 4.033366441726684570e-01 4.065890908241271973e-01 3.989028632640838623e-01 4.108138382434844971e-01 4.045890569686889648e-01 4.083535671234130859e-01 4.107338190078735352e-01 4.107581377029418945e-01 4.057876765727996826e-01 4.051584303379058838e-01 4.038977026939392090e-01 4.017276465892791748e-01 4.177753329277038574e-01 4.118925929069519043e-01 4.204777181148529053e-01 3.903732299804687500e-01
4.079042077064514160e-01 4.185119867324829102e-01 4.099979996681213379e-01 4.155174195766448975e-01 4.017172157764434814e-01 4.172453880310058594e-01 4.183693826198577881e-01 4.187780022621154785e-01 4.099066555500030518e-01 4.192171692848205566e-01 4.111176133155822754e-01 4.194025695323944092e-01 4.102789759635925293e-01 4.049393534660339355e-01 4.095835387706756592e-01 4.069885611534118652e-01 4.114427864551544189e-01 4.022087454795837402e-01 4.101990461349487305e-01 4.185156524181365967e-01
4.164446592330932617e-01 4.150096774101257324e-01 4.187994599342346191e-01 4.020404815673828125e-01 4.101480245590209961e-01 4.228958487510681152e-01 4.170153141021728516e-01 4.129461944103240967e-01 4.196070730686187744e-01 4.235430955886840820e-01 4.169221520423889160e-01 4.110248982906341553e-01 4.181946218013763428e-01 4.176917970180511475e-01 4.125903248786926270e-01 4.228129982948303223e-01 4.131800532341003418e-01 4.161122441291809082e-01 4.151308536529541016e-01 4.201841354370117188e-01
4.275832474231719971e-01 4.128579795360565186e-01 4.225896000862121582e-01 4.223146140575408936e-01 4.180189371109008789e-01 4.171216189861297607e-01 4.229930937290191650e-01 4.165439307689666748e-01 4.198089838027954102e-01 4.261571764945983887e-01 4.204469323158264160e-01 4.218926131725311279e-01 4.152283072471618652e-01 4.176366627216339111e-01 4.137147068977355957e-01 4.198206663131713867e-01 4.151017069816589355e-01 4.329764246940612793e-01 4.235204160213470459e-01 4.178623557090759277e-01
4.239037632942199707e-01 4.262550175189971924e-01 4.259378612041473389e-01 4.180318117141723633e-01 4.259237051010131836e-01 4.275012910366058350e-01 4.240045249462127686e-01 4.265753924846649170e-01 4.223445653915405273e-01 4.206437170505523682e-01 4.356923401355743408e-01 4.352121949195861816e-01 4.033904671669006348e-01 4.259757101535797119e-01 4.272941350936889648e-01 4.239205718040466309e-01 4.312425255775451660e-01 4.183178246021270752e-01 4.219003319740295410e-01 4.319616556167602539e-01
4.313350319862365723e-01 4.360048174858093262e-01 4.199953675270080566e-01 4.353820383548736572e-01 4.295661449432373047e-01 4.168241024017333984e-01 4.202894568443298340e-01 4.249531328678131104e-01 4.350357055664062500e-01 4.256516098976135254e-01 4.114158153533935547e-01 4.287383556365966797e-01 4.262426197528839111e-01 4.231104254722595215e-01 4.227842092514038086e-01 4.311941266059875488e-01 4.236015975475311279e-01 4.247053861618041992e-01 4.214069545269012451e-01 4.280690550804138184e-01
4.365777671337127686e-01 4.320847690105438232e-01 4.246470928192138672e-01 4.314558804035186768e-01 4.299043715000152588e-01 4.248063266277313232e-01 4.208320975303649902e-01 4.279047846794128418e-01 4.362232387065887451e-01 4.276541173458099365e-01 4.251873791217803955e-01 4.318815767765045166e-01 4.337207973003387451e-01 4.341245293617248535e-01 4.312245249748229980e-01 4.346884489059448242e-01 4.265466332435607910e-01 4.383566379547119141e-01 4.326962232589721680e-01 4.259217083454132080e-01
