2.397246658802032471e-02 6.528735160827636719e-02 1.208044365048408508e-01 1.628502607345581055e-01 2.097768783569335938e-01 2.310734987258911133e-01 2.603846490383148193e-01 2.833976149559020996e-01 3.031928241252899170e-01 3.056176006793975830e-01 3.232350051403045654e-01 3.307219147682189941e-01 3.334290683269500732e-01 3.463056385517120361e-01 3.483508229255676270e-01 3.553085923194885254e-01 3.465270102024078369e-01 3.621427118778228760e-01 3.643370270729064941e-01 3.552841842174530029e-01 3.674784302711486816e-01 3.673354089260101318e-01 3.750807344913482666e-01 3.704670071601867676e-01 3.683618903160095215e-01 3.749269545078277588e-01 3.832823932170867920e-01 3.785221874713897705e-01 3.770703077316284180e-01 3.756338357925415039e-01 3.789535462856292725e-01 3.829764425754547119e-01 3.778679370880126953e-01 3.733721971511840820e-01 3.868861198425292969e-01 3.796410560607910156e-01 3.848526775836944580e-01 3.830244243144989014e-01 3.838706612586975098e-01 3.812603652477264404e-01 3.852895498275756836e-01 3.862842917442321777e-01 3.825804591178894043e-01 3.849006295204162598e-01 3.823002576828002930e-01 3.935607075691223145e-01 3.864430487155914307e-01 3.889900743961334229e-01 3.910661637783050537e-01 3.948899507522583008e-01
3.956695795059204102e-01 3.956713378429412842e-01 3.938648998737335205e-01 3.952127695083618164e-01 3.959628939628601074e-01 3.922083973884582520e-01 3.967650532722473145e-01 3.895329535007476807e-01 3.904533088207244873e-01 3.895834386348724365e-01 3.936135470867156982e-01 3.930576741695404053e-01 3.987048566341400146e-01 3.997937440872192383e-01 3.959468305110931396e-01 3.964947760105133057e-01 3.989032506942749023e-01 3.943839669227600098e-01 3.963480591773986816e-01 3.953330516815185547e-01 3.910805881023406982e-01 3.968116641044616699e-01 3.965947926044464111e-01 3.948551416397094727e-01 3.943220376968383789e-01 4.012641608715057373e-01 3.934887349605560303e-01 3.931821584701538086e-01 3.964948952198028564e-01 3.942028284072875977e-01 3.961063921451568604e-01 3.963474631309509277e-01 3.895306289196014404e-01 3.990752398967742920e-01 3.987999856472015381e-01 4.010631442070007324e-01 3.960453867912292480e-01 3.965524435043334961e-01 3.971572220325469971e-01 4.013175070285797119e-01 4.005193710327148438e-01 3.987417519092559814e-01 3.914977312088012695e-01 3.956202566623687744e-01 3.918001055717468262e-01 3.928378820419311523e-01 4.008353054523468018e-01 3.879365921020507812e-01 3.971063792705535889e-01 4.013279080390930176e-01
3.952809274196624756e-01 3.996003568172454834e-01 4.006948769092559814e-01 3.987494707107543945e-01 4.018014967441558838e-01 4.063636064529418945e-01 4.028350710868835449e-01 4.016736149787902832e-01 4.028005003929138184e-01 4.037130773067474365e-01 3.969506919384002686e-01 4.049659371376037598e-01 4.021563827991485596e-01 4.016471803188323975e-01 4.076712131500244141e-01 4.049756526947021484e-01 4.031325280666351318e-01 4.015313982963562012e-01 3.936227262020111084e-01 4.058894515037536621e-01 3.914105892181396484e-01 4.026388823986053467e-01 4.012981653213500977e-01 3.998259902000427246e-01 4.043985009193420410e-01 4.066843688488006592e-01 4.062419831752777100e-01 3.969045281410217285e-01 4.062498807907104492e-01 4.036244153976440430e-01 4.047096967697143555e-01 4.014818370342254639e-01 4.048706889152526855e-01 4.029661118984222412e-01 4.068531394004821777e-01 4.055216312408447266e-01 4.055816829204559326e-01 4.106236100196838379e-01 4.097781777381896973e-01 4.052937924861907959e-01 3.999031484127044678e-01 4.057679772377014160e-01 3.956860303878784180e-01 4.015892744064331055e-01 4.042323529720306396e-01 3.997919857501983643e-01 4.081577658653259277e-01 4.003955423831939697e-01 4.062338173389434814e-01 3.991707861423492432e-01
4.079398810863494873e-01 4.066329002380371094e-01 4.036201536655426025e-01 4.081559479236602783e-01 4.037601351737976074e-01 4.066550433635711670e-01 4.073034524917602539e-01 4.076679646968841553e-01 4.069946408271789551e-01 4.065834581851959229e-01 3.992088139057159424e-01 4.070156216621398926e-01 4.072488844394683838e-01 4.087777137756347656e-01 4.048553407192230225e-01 4.108663201332092285e-01 4.116300642490386963e-01 4.045259058475494385e-01 4.054010510444641113e-01 4.084187448024749756e-01 4.088509380817413330e-01 4.057899117469787598e-01 4.104792475700378418e-01 4.085404276847839355e-01 4.026133120059967041e-01 4.071063101291656494e-01 4.074177443981170654e-01 4.096948206424713135e-01 4.103750586509704590e-01 4.019934833049774170e-01 4.073156118392944336e-01 4.048465788364410400e-01 4.123508632183074951e-01 4.063437879085540771e-01 4.095274507999420166e-01 4.027229845523834229e-01 4.099034070968627930e-01 4.062529206275939941e-01 4.114206731319427490e-01 4.053933322429656982e-01 4.082516133785247803e-01 4.120506346225738525e-01 4.111239314079284668e-01 4.095332026481628418e-01 4.063291549682617188e-01 4.034563899040222168e-01 4.085472822189331055e-01 4.053332209587097168e-01 4.090048670768737793e-01 4.071519970893859863e-01
4.082496166229248047e-01 4.042737782001495361e-01 4.078718423843383789e-01 4.133306741714477539e-01 4.156057834625244141e-01 4.065096974372863770e-01 4.111326932907104492e-01 4.090072512626647949e-01 4.126233756542205811e-01 3.979980945587158203e-01 4.138616025447845459e-01 4.123695492744445801e-01 4.097018539905548096e-01 4.104870855808258057e-01 4.041687846183776855e-01 4.091907441616058350e-01 4.155434072017669678e-01 4.092070460319519043e-01 4.064197540283203125e-01 4.142977595329284668e-01 4.055376946926116943e-01 4.115646183490753174e-01 4.078501760959625244e-01 4.086621701717376709e-01 4.130143821239471436e-01 4.092589318752288818e-01 4.102859199047088623e-01 4.112556576728820801e-01 4.089059531688690186e-01 4.085777699947357178e-01 4.094136655330657959e-01 4.119215905666351318e-01 4.137286841869354248e-01 4.137636125087738037e-01 4.116815924644470215e-01 4.083495140075683594e-01 4.086127877235412598e-01 4.098634719848632812e-01 4.119271636009216309e-01 4.083256721496582031e-01 4.146205186843872070e-01 4.146770834922790527e-01 4.119336307048797607e-01 4.118037819862365723e-01 4.077448546886444092e-01 4.114669263362884521e-01 4.098366200923919678e-01 4.130683839321136475e-01 4.107120037078857422e-01 4.088870882987976074e-01
4.115350544452667236e-01 4.128004908561706543e-01 4.155420362949371338e-01 4.155164659023284912e-01 4.110659658908843994e-01 4.092155098915100098e-01 4.139456450939178467e-01 4.149895608425140381e-01 4.134701490402221680e-01 4.098716378211975098e-01 4.132182300090789795e-01 4.142555296421051025e-01 4.055877029895782471e-01 4.141262173652648926e-01 4.133805930614471436e-01 4.133973121643066406e-01 4.146152138710021973e-01 4.104292690753936768e-01 4.178220629692077637e-01 4.130574762821197510e-01 4.139242172241210938e-01 4.141809642314910889e-01 4.129818081855773926e-01 4.122194051742553711e-01 4.090154767036437988e-01 4.155019223690032959e-01 4.097737669944763184e-01 4.138500094413757324e-01 4.164003133773803711e-01 4.134914875030517578e-01 4.133895039558410645e-01 4.147002995014190674e-01 4.127101302146911621e-01 4.135102033615112305e-01 4.106719195842742920e-01 4.147919118404388428e-01 4.056074321269989014e-01 4.072291254997253418e-01 4.101911783218383789e-01 4.066982567310333252e-01 4.131138324737548828e-01 4.171561598777770996e-01 4.109910130500793457e-01 4.161308705806732178e-01 4.143768250942230225e-01 4.129696190357208252e-01 4.151520729064941406e-01 4.057517349720001221e-01 4.133493006229400635e-01 4.081601500511169434e-01
4.128670990467071533e-01 4.104393720626831055e-01 4.112484157085418701e-01 4.137949645519256592e-01 3.967334330081939697e-01 4.123515188694000244e-01 4.198431074619293213e-01 4.130076169967651367e-01 4.141993820667266846e-01 4.165829718112945557e-01 4.133420586585998535e-01 4.123611748218536377e-01 4.174317419528961182e-01 4.183604121208190918e-01 4.160195887088775635e-01 4.150354564189910889e-01 4.142850637435913086e-01 4.183418750762939453e-01 4.166322946548461914e-01 4.167688190937042236e-01 4.173005223274230957e-01 4.140510559082031250e-01 4.132748842239379883e-01 4.159516394138336182e-01 4.127172827720642090e-01 4.099105000495910645e-01 4.181999266147613525e-01 4.166987836360931396e-01 4.132592082023620605e-01 4.137802124023437500e-01 4.140559434890747070e-01 4.155775904655456543e-01 4.177300631999969482e-01 4.089879691600799561e-01 4.113456308841705322e-01 4.156371057033538818e-01 4.176758229732513428e-01 4.113470911979675293e-01 4.169791936874389648e-01 4.117398262023925781e-01 4.098940193653106689e-01 4.221180677413940430e-01 4.157281219959259033e-01 4.164977073669433594e-01 4.177622795104980469e-01 4.154976308345794678e-01 4.148741662502288818e-01 4.177424013614654541e-01 4.159672260284423828e-01 4.152995347976684570e-01
4.123007357120513916e-01 4.175947010517120361e-01 4.190705716609954834e-01 4.166315793991088867e-01 4.200785160064697266e-01 4.167430996894836426e-01 4.180405139923095703e-01 4.182830452919006348e-01 4.192580282688140869e-01 4.221912920475006104e-01 4.197265207767486572e-01 4.102102220058441162e-01 4.179708659648895264e-01 4.172419011592864990e-01 4.227294623851776123e-01 4.222673177719116211e-01 4.231072366237640381e-01 4.180180728435516357e-01 4.143587350845336914e-01 4.139195680618286133e-01 4.223763644695281982e-01 4.203540086746215820e-01 4.072206914424896240e-01 4.218694567680358887e-01 4.156113564968109131e-01 4.203553795814514160e-01 4.133264422416687012e-01 4.177165925502777100e-01 4.094213545322418213e-01 4.176917076110839844e-01 4.179379642009735107e-01 4.163459241390228271e-01 4.163576066493988037e-01 4.157228469848632812e-01 4.174209535121917725e-01 4.189886748790740967e-01 4.189848899841308594e-01 4.207777082920074463e-01 4.148238897323608398e-01 4.179616272449493408e-01 4.152649044990539551e-01 4.196245372295379639e-01 4.182060956954956055e-01 4.172821640968322754e-01 4.197586476802825928e-01 4.162754416465759277e-01 4.172280728816986084e-01 4.137783944606781006e-01 4.170448184013366699e-01 4.185057878494262695e-01
4.216520786285400391e-01 4.197715222835540771e-01 4.214849174022674561e-01 4.186486303806304932e-01 4.125365018844604492e-01 4.166001379489898682e-01 4.211543798446655273e-01 4.159099161624908447e-01 4.160958230495452881e-01 4.178321659564971924e-01 4.189811944961547852e-01 4.224906861782073975e-01 4.189188480377197266e-01 4.192176759243011475e-01 4.158725142478942871e-01 4.229517877101898193e-01 4.172671437263488770e-01 4.212788343429565430e-01 4.207404255867004395e-01 4.226349890232086182e-01 4.170805513858795166e-01 4.200854599475860596e-01 4.223306477069854736e-01 4.175993502140045166e-01 4.225402772426605225e-01 4.182378053665161133e-01 4.156028926372528076e-01 4.205380678176879883e-01 4.144762754440307617e-01 4.190325140953063965e-01 4.214403927326202393e-01 4.171578288078308105e-01 4.181784987449645996e-01 4.189317524433135986e-01 4.165184497833251953e-01 4.112474620342254639e-01 4.179228544235229492e-01 4.204497933387756348e-01 4.220972657203674316e-01 4.166443049907684326e-01 4.201710522174835205e-01 4.205446243286132812e-01 4.131994545459747314e-01 4.209667146205902100e-01 4.179029464721679688e-01 4.185709357261657715e-01 4.206986725330352783e-01 4.243205785751342773e-01 4.156059324741363525e-01 4.174929559230804443e-01
4.201096594333648682e-01 4.226678907871246338e-01 4.189020395278930664e-01 4.184727370738983154e-01 4.204903542995452881e-01 4.155651926994323730e-01 4.246338009834289551e-01 4.209723770618438721e-01 4.227514863014221191e-01 4.205620586872100830e-01 4.174206852912902832e-01 4.227169454097747803e-01 4.240416288375854492e-01 4.201670587062835693e-01 4.202714562416076660e-01 4.211522936820983887e-01 4.197906255722045898e-01 4.242075383663177490e-01 4.145822525024414062e-01 4.180894494056701660e-01 4.232165217399597168e-01 4.190858006477355957e-01 4.207825362682342529e-01 4.181375801563262939e-01 4.181152582168579102e-01 4.200171828269958496e-01 4.232723116874694824e-01 4.228833019733428955e-01 4.221619963645935059e-01 4.140349626541137695e-01 4.164167046546936035e-01 4.182948172092437744e-01 4.215428531169891357e-01 4.190891087055206299e-01 4.135678410530090332e-01 4.219258427619934082e-01 4.207000434398651123e-01 4.157074093818664551e-01 4.202629923820495605e-01 4.208829402923583984e-01 4.195282161235809326e-01 4.197264909744262695e-01 4.169143140316009521e-01 4.167653918266296387e-01 4.229547679424285889e-01 4.221310913562774658e-01 4.212865233421325684e-01 4.236706197261810303e-01 4.237157404422760010e-01 4.217441380023956299e-01
