2.614992670714855194e-03 6.385798100382089615e-03 1.293219067156314850e-02 1.728995330631732941e-02 2.440144494175910950e-02 2.556654065847396851e-02 2.527354471385478973e-02 2.523426152765750885e-02 3.213003650307655334e-02 3.315343707799911499e-02 3.521627560257911682e-02 3.436891734600067139e-02 3.156302496790885925e-02 3.250104561448097229e-02 3.577312082052230835e-02 3.718067705631256104e-02 3.958005085587501526e-02 3.442130237817764282e-02 3.377318382263183594e-02 3.385442495346069336e-02
3.352887183427810669e-02 3.386801481246948242e-02 3.643383085727691650e-02 3.981260210275650024e-02 3.978763148188591003e-02 3.232509642839431763e-02 3.544862568378448486e-02 3.482811897993087769e-02 4.472346603870391846e-02 3.399447724223136902e-02 3.279808908700942993e-02 3.864514455199241638e-02 3.821321204304695129e-02 4.161001741886138916e-02 3.243989869952201843e-02 3.469331189990043640e-02 3.489428758621215820e-02 3.889636695384979248e-02 3.263908997178077698e-02 3.431181982159614563e-02
3.711078315973281860e-02 3.344896435737609863e-02 3.279702365398406982e-02 3.459499403834342957e-02 3.241339698433876038e-02 4.145903140306472778e-02 3.879951685667037964e-02 3.684950619935989380e-02 3.509923070669174194e-02 3.262741118669509888e-02 3.379094973206520081e-02 3.438913449645042419e-02 3.659845516085624695e-02 3.036391921341419220e-02 3.483235463500022888e-02 3.317227587103843689e-02 3.292866423726081848e-02 3.586884960532188416e-02 3.897081688046455383e-02 3.510782122611999512e-02
3.613111376762390137e-02 3.460691496729850769e-02 3.451672941446304321e-02 3.815509378910064697e-02 3.506248444318771362e-02 3.186924383044242859e-02 3.308290988206863403e-02 3.441901504993438721e-02 3.424030542373657227e-02 3.346661478281021118e-02 3.476702794432640076e-02 3.076818585395812988e-02 3.723298013210296631e-02 3.404885530471801758e-02 3.296483308076858521e-02 3.793360665440559387e-02 3.598253801465034485e-02 3.345011547207832336e-02 3.623626008629798889e-02 3.532280772924423218e-02
3.758760169148445129e-02 4.024112969636917114e-02 3.511043637990951538e-02 4.103279486298561096e-02 3.538262099027633667e-02 2.930617891252040863e-02 3.153856471180915833e-02 3.534036502242088318e-02 3.299175947904586792e-02 4.768691211938858032e-02 3.407358750700950623e-02 3.202139586210250854e-02 4.257144406437873840e-02 3.585605695843696594e-02 3.980167210102081299e-02 3.418843075633049011e-02 3.317782282829284668e-02 3.519423305988311768e-02 3.149039298295974731e-02 3.838486224412918091e-02
2.904076501727104187e-02 3.819417580962181091e-02 3.258801251649856567e-02 3.607521578669548035e-02 3.125464543700218201e-02 3.496764227747917175e-02 3.584951534867286682e-02 3.599274903535842896e-02 3.672569617629051208e-02 3.430336713790893555e-02 3.325716406106948853e-02 3.316790610551834106e-02 3.168795257806777954e-02 3.666997328400611877e-02 3.930578380823135376e-02 3.025717847049236298e-02 3.219809010624885559e-02 3.210709616541862488e-02 3.136142343282699585e-02 3.469767421483993530e-02
3.272083774209022522e-02 3.486473485827445984e-02 3.096855245530605316e-02 2.932442724704742432e-02 2.949762158095836639e-02 2.962191589176654816e-02 3.306924924254417419e-02 3.189320489764213562e-02 3.335990384221076965e-02 3.492172062397003174e-02 2.983840927481651306e-02 3.123201243579387665e-02 3.353805840015411377e-02 3.164131566882133484e-02 3.132236748933792114e-02 3.502136468887329102e-02 3.548650071024894714e-02 3.594463691115379333e-02 2.973287366330623627e-02 3.255088254809379578e-02
3.224822133779525757e-02 3.487300127744674683e-02 3.400491923093795776e-02 3.122063167393207550e-02 3.343757987022399902e-02 3.723492473363876343e-02 3.027538955211639404e-02 2.995717711746692657e-02 3.206332772970199585e-02 2.942246384918689728e-02 3.169456124305725098e-02 3.509154170751571655e-02 3.112006001174449921e-02 3.040326759219169617e-02 4.346941784024238586e-02 3.328695148229598999e-02 3.282664343714714050e-02 3.249325975775718689e-02 3.686604648828506470e-02 3.484696894884109497e-02
3.089691512286663055e-02 3.360655531287193298e-02 3.620452433824539185e-02 3.239896148443222046e-02 3.611233457922935486e-02 3.502286225557327271e-02 3.161077573895454407e-02 3.197289630770683289e-02 3.335580602288246155e-02 2.988895028829574585e-02 2.807692065834999084e-02 3.080291487276554108e-02 3.211103752255439758e-02 3.563780710101127625e-02 3.125241026282310486e-02 3.101207129657268524e-02 3.282403573393821716e-02 2.982092276215553284e-02 3.377870097756385803e-02 3.708853945136070251e-02
3.784712776541709900e-02 3.050392866134643555e-02 3.187238797545433044e-02 3.147964552044868469e-02 3.303849324584007263e-02 3.559349104762077332e-02 3.005131892859935760e-02 2.914031967520713806e-02 3.398388251662254333e-02 3.580678254365921021e-02 3.435137122869491577e-02 3.370892256498336792e-02 3.311875835061073303e-02 3.184798359870910645e-02 3.140962868928909302e-02 3.213491290807723999e-02 3.025592491030693054e-02 3.217545524239540100e-02 3.996809571981430054e-02 3.493434935808181763e-02
3.605104610323905945e-02 3.283094987273216248e-02 3.617238998413085938e-02 3.510961309075355530e-02 3.031399101018905640e-02 3.451677784323692322e-02 3.367305919528007507e-02 3.342217206954956055e-02 2.888116985559463501e-02 3.021540306508541107e-02 3.458852320909500122e-02 3.197538107633590698e-02 3.302053734660148621e-02 3.509067744016647339e-02 3.153116628527641296e-02 3.197747468948364258e-02 3.282366320490837097e-02 3.657181560993194580e-02 3.124853782355785370e-02 3.478275984525680542e-02
